plate,price
PGH 9,128800.0
VPT 228,5800.0
BSJ 6996,2500.0
SMB111,14900.0
APG 6336,3800.0
VMV 8755,1000.0
QRW 7,96800.0
VMV 7503,1000.0
PRQ 118,9800.0
JYV 88,52800.0
APK 828,3800.0
JWP 96,24800.0
WDU 70,7800.0
VMV 9114,1000.0
PRS7777,8800.0
VMR 488,2800.0
RBE9911,3800.0
VMV 7058,1000.0
VMV 529,1600.0
X89,388000.0
UQ 2,388000.0
PLJ 9,119888.0
QDC 11,32800.0
VQF 35,12800.0
KGF 126,2900.0
VQU 55,21800.0
VMV 1343,1000.0
BSP 899,4800.0
APK 30,9300.0
VQD 6262,3800.0
ADL 7,139800.0
ADH 45,9800.0
TBA 333,13300.0
VMV 386,1600.0
VPS 8833,3800.0
BSU 800,4500.0
VQF 939,3800.0
VQT 37,10800.0
VQS 5555,19800.0
VMV 8611,1000.0
PES 417,10800.0
ALG 55,31800.0
VMT 9993,2500.0
MDW 42,7800.0
VQU 737,4800.0
CEC126,7800.0
PSD 22,23800.0
BSH 8999,3800.0
KGD 6,88800.0
APD 1616,3800.0
BSU 9998,3800.0
BSR 1133,4300.0
BSJ 300,2500.0
PSD 6668,2800.0
VMT 3228,2500.0
JYV29,13800.0
JYC 6611,3388.0
SJ 555,55800.0
JYV 805,3800.0
WGL 18,28800.0
VNQ 6800,1000.0
TDE 228,4300.0
VMV 3808,1200.0
VIPS 999,38800.0
JYU 686,4300.0
WAF 99,53800.0
VMV 9973,1000.0
VMV 5538,1000.0
BSS 686,11800.0
VMM 7759,1300.0
DFD 2882,4500.0
SJR 73,8300.0
VPP 898,5500.0
VMV 1941,1000.0
VMV 7787,1600.0
BSJ 272,2500.0
VQS 9998,3300.0
TD 63,78800.0
VMV 7186,1000.0
JTB555,16800.0
WJB999,23000.0
VPB 919,4500.0
SJR89,9800.0
BSH 28,23800.0
VQB 212,4500.0
VMK 8999,3500.0
WC 15 M,13800.0
VQS 26,17800.0
NEH 87,10800.0
VMV 935,1600.0
NEJ 38,12800.0
JYV 2233,3300.0
AMK 403,3900.0
KS 3188,8500.0
RBE 32,13900.0
JBA 53,13900.0
APF 1313,6800.0
VMM 8669,1300.0
BSP 3773,3800.0
NAC 8,98800.0
VQR 2000,4300.0
APC 3377,3800.0
BRY 8880,2500.0
FH 108,19800.0
SJR 39,9800.0
VNW 3993,2800.0
VQU 2255,3800.0
WCC28,38888.0
RBD 292,3800.0
QBJ 1313,5800.0
VBX 9898,3300.0
FH 747,6800.0
DFP 9696,3800.0
TDD 8686,6800.0
VMV 2256,1000.0
GM 131,12800.0
VMM 9139,1600.0
MC 2211,9300.0
VND 109,1600.0
VL 878,6800.0
VQU 68,17800.0
NEK 228,4300.0
VMM 9003,1300.0
VBW 2222,14800.0
VQL 76,10800.0
RBA 30,9300.0
NEJ 3388,3800.0
T10,988000.0
VMV 8812,1000.0
KDK 9,299800.0
ANX 1688,3800.0
VQU 9339,4300.0
VPN 883,3800.0
JCQ 3,238800.0
BSD 8998,2800.0
APD 288,6300.0
PSD 91,9800.0
SJL 98,14800.0
BPM 1,468800.0
QBJ 33,33800.0
JYV16,14800.0
VMV 1861,1000.0
VMV 9681,1000.0
SU 999 Q,14800.0
VMM 8101,1300.0
VMV 5351,1000.0
APK 989,3300.0
VLR 123,5800.0
NEK 1188,3800.0
MED 98,13800.0
KBA 8,108800.0
AMH33,29300.0
VMM 9409,1300.0
BSH 6161,3800.0
TU 1511,7900.0
TDG 8988,3800.0
VPS 2223,3800.0
KGF 282,3300.0
APD 3838,3800.0
VQS 300,4300.0
BSG 318,2300.0
PRS555,23800.0
VMV 5544,2500.0
SMP3,83800.0
GM 155,17800.0
VPA 3228,2300.0
QCV 15,16800.0
VMV 3148,1000.0
QRW 18,20900.0
JJR111,42800.0
KGF 9696,3300.0
Q 583,23800.0
VQS 228,4300.0
F 73,178800.0
VMV 4067,1000.0
VMV 5300,1000.0
KGF 168,5300.0
FH 8811,9900.0
VMM 8852,1300.0
VQS 37,9800.0
PRY 89,11800.0
VND 7070,2800.0
V 94,188000.0
JQ2368,3900.0
VPE 938,2500.0
PSD 999,21300.0
JSN 999,28800.0
APK 8999,3300.0
BSP 2,108000.0
CH 12,79800.0
GOLD 36,89800.0
KFK 3000,3800.0
DDH 4,45800.0
PRP 3366,2800.0
WJW 3,198800.0
PLR61,9999.0
KEV520,5800.0
SJ213,5900.0
VQU2255,3800.0
APG 787,3800.0
VEW 93,13800.0
SJR 233,2900.0
VMV 407,1000.0
VKB 81,10800.0
JND 99,59800.0
NCT 87,16800.0
VQS 11,35800.0
JYA 92,9800.0
VNE 633,2500.0
BSE 6969,2800.0
VMV 3232,3300.0
CFC 7,158800.0
FG 29,55800.0
VQQ80,18800.0
QM 16 U,12800.0
VPU 2000,3300.0
NEJ 777,19800.0
BSH 9292,2500.0
NCF 777,14800.0
VMV 7770,1600.0
PKD 33,25000.0
VNV 166,4300.0
VQD 882,3800.0
JAY 1217,3300.0
ME 6333,5888.0
Y 36,299800.0
VMR 8383,2800.0
WEN 11,113800.0
TH 700,21800.0
VPG 7373,2500.0
RBD 6886,3800.0
QM 222 H,11900.0
BSP 4444,8800.0
SMV32,10800.0
VMV 7500,1200.0
VMM 4888,1600.0
VMR 255,2800.0
JBP 25,13900.0
VNC 977,1600.0
APH 13,23800.0
VMV 7571,1000.0
DFF 1288,2300.0
VMP 380,1600.0
VPA 999,23800.0
ANU 2228,1900.0
CFF 85,14800.0
VPQ 44,13800.0
JYV 82,9800.0
RBB 101,8800.0
BSP 988,4800.0
VQP 212,4500.0
VMV 8955,1000.0
VKY 2417,1000.0
VMY 616,3500.0
VQU 2727,4500.0
SJR 777,18800.0
JJU 8,212888.0
VPG 8111,3800.0
BSP 8008,3800.0
VPL 73,8300.0
JXH 6611,4588.0
SJR 166,2900.0
LG 9966,11800.0
VQQ 959,5300.0
BSP 328,3800.0
NAA 78,39800.0
QS7F,57000.0
APK 990,2900.0
VQH 838,5800.0
MDY 1,398800.0
VMV 4260,1000.0
VMV 6133,1300.0
CU 383,7800.0
VMM 7811,1300.0
WFF 58,14800.0
QM3 U,65800.0
VQD 2020,3800.0
AMB 9,139888.0
BSL366,3500.0
VPN 98,15800.0
NEJ 33,33800.0
SK 93,45800.0
PKA 83,10900.0
A9991A,9800.0
TDG 22,25800.0
VMV 3258,1000.0
KGF 18,20800.0
VMV 5224,1000.0
ND 86,73800.0
JH 8181,19800.0
KCK 37,13000.0
TDG26,10800.0
BSR 2888,4300.0
PJB63,12999.0
ANY1000,4800.0
AMH13,19300.0
SMV 55,23800.0
JYN 88,49800.0
SJK 9,132888.0
SJL 32,10800.0
JYG 37,8300.0
VMV 4557,1000.0
VQT 39,8800.0
VPB 500,5500.0
BSP 2233,4300.0
VKY 2022,1300.0
QBJ 83,10900.0
MEE92,16800.0
PRV 1919,4300.0
VMM 7222,1600.0
VPD 77,31800.0
PSD 9966,3300.0
MDM 8888,20800.0
APG 727,4300.0
VMM 7776,1300.0
TDG 9898,3800.0
TQ 828,16500.0
TCS 8787,4888.0
BSU 79,10800.0
WQC 8,108000.0
VQD 3,118000.0
FH 2828,16800.0
PRP 163,2300.0
SU 9999 Q,11800.0
QMS 66,26800.0
VMV 7055,1000.0
SP 9229,6500.0
VKN 81,10800.0
QBJ 92,9900.0
W 26 R,39800.0
VQS 16,14800.0
VMM 8548,1300.0
BSU 8,108000.0
QCC9,260700.0
VPQ 5000,4500.0
VNV 1881,5300.0
BSU 9988,4800.0
VQD 6888,4500.0
JVP 8,228800.0
WNQ 1,468800.0
VQB 28,23800.0
VMV 1689,1000.0
BSU 828,5800.0
VMC 331,1900.0
VNF 2238,1200.0
APK 788,2900.0
WLY 13,27800.0
QBJ 99,32800.0
JYU33,32800.0
PSD 21,12800.0
SJL 84,7800.0
ADN 8,129888.0
VGM 5999,1300.0
FH 118,18800.0
KGB 1919,3800.0
PNU 80,11800.0
SU 100 Q,6800.0
DFF 8868,2800.0
VMV 9922,2800.0
JM 728,7700.0
VDJ 2828,4300.0
QBJ 15,11800.0
DCP 10,37800.0
MDW 72,10800.0
VQK 1919,4300.0
RBA 5555,10800.0
VQB 90,12800.0
VMV 473,1300.0
BSB 3311,3300.0
SWH 30,11800.0
VMV 3328,1300.0
SU77Q,17800.0
VMV 4889,1000.0
AFR333,16800.0
PSD55,18800.0
TD 899,9700.0
RBE 9000,3800.0
VMV 186,1900.0
APJ 77,23800.0
BSP 883,3800.0
MR 331,26800.0
AEA 82,12800.0
NEK 123,4800.0
VQH 8383,3800.0
VQS 20,11300.0
APK 3000,3300.0
QDA 79,8800.0
SMV33,26800.0
VPH 686,2300.0
MDW 37,9800.0
QS 911 U,4800.0
VPB 2929,2800.0
WYB 83,15800.0
WDD7,228800.0
APC 11,29800.0
WC 96 Y,15800.0
PSD 57,7300.0
DFJ 999,14900.0
BSP 898,4800.0
DER 17,26800.0
VNV 1369,1000.0
NDU96,14800.0
VQK 1133,4300.0
PSD 79,7800.0
VIPS 196,3800.0
TCH 1333,2300.0
ANF 63,14800.0
VPT 5115,3800.0
SU19Q,12800.0
VMF 8628,1300.0
CAT13,68000.0
PPM 8888,19800.0
APK 331,3300.0
VKY 2696,1000.0
SMV 30,13900.0
NEK 3000,3300.0
VQV 128,6800.0
VMV 6909,1000.0
PSD8888,15800.0
BSU 9191,3800.0
VMK 8638,1200.0
SU 70 Q,10800.0
RBE 268,3800.0
VPN 707,4300.0
VMV 7475,1000.0
BRY 595,2800.0
APD 2332,3800.0
VQU 8228,4500.0
BSP 6666,14800.0
NBS 888,29900.0
SWR 8888,20800.0
KN 778,6800.0
QAB7B,49000.0
SD999,59800.0
VQS 6666,12800.0
VQJ 8055,5500.0
VPB 1888,4800.0
VQA 3,118800.0
CK 808,29800.0
SJM28,17800.0
BSH 9888,2800.0
JYS 9000,5300.0
NEK 188,4800.0
VQV 2,199000.0
PPP 1995,2800.0
TJ6611,9800.0
DEP 83,10800.0
RBE 12,20800.0
SJR 80,9800.0
TDG2211,3800.0
VQA 2223,3500.0
JYV 966,3800.0
CAC 18,38800.0
SJR 9888,3300.0
KGF 9898,3300.0
BSH 2020,2500.0
VGE 660,3388.0
JXB 8888,26800.0
VMV 9991,1900.0
BSU 6668,3800.0
VQG 9009,3800.0
VMV 344,1600.0
AMW 6611,3888.0
VKY 2088,1300.0
KGF 331,3300.0
PSD 26,13800.0
ALC 55,26900.0
VQU 8999,4500.0
JYK 228,7300.0
RBE 2828,5300.0
APK 65,7300.0
BRL 46,8800.0
VMV 205,1600.0
VQU 8998,4500.0
A 24 A,38800.0
VQD 10,28800.0
BLA 8,116888.0
VMV 902,1600.0
R 8828,29800.0
PBH 9,148000.0
NAA 520,7500.0
QDC 56,6800.0
BSH 8822,3800.0
VPC 8877,2800.0
VQG 3388,4800.0
QS 3 J,64888.0
VMV 8782,1000.0
VLP 19,23900.0
RBE 737,4300.0
WYV 75,9900.0
VMM 9173,1300.0
APK 669,2900.0
VQU 21,13800.0
KGF 933,2900.0
VLV 3,199000.0
BSU 7227,3500.0
CDD6,138000.0
VMV 291,1600.0
KGF 90,8800.0
VQ 65,39800.0
SJR 200,3800.0
BDW 6,83802.0
DFF 737,3300.0
VQP 8889,3800.0
VCQ 8638,1200.0
MG78,39800.0
VMS 3377,2800.0
VMM 9325,1300.0
RBE 800,4300.0
APK 92,7800.0
VFR 71,7300.0
BDS 9,231888.0
VMV 5180,1000.0
BSP 118,9800.0
BST 68,17900.0
VMV 3002,1000.0
APL 101,5900.0
VMV 3876,1000.0
CCC 8181,23800.0
KGF 833,3300.0
FG 1133,7800.0
VQH 117,4500.0
JH 3311,19800.0
JYV 29,13800.0
VQU 868,5500.0
ANY 959,3800.0
VE 43,38800.0
SJR 339,2900.0
VMV 3166,1300.0
RBE 49,7800.0
BSU 66,22300.0
VQG 1113,4300.0
RBE 91,12900.0
BSP 88,39800.0
BSU91,11800.0
VDN 1208,1000.0
JXQ 6611,3388.0
KGF 93,8800.0
VQU 626,3800.0
PJP 1,455888.0
VQS89,10800.0
PEY 8,92888.0
VQJ 238,3500.0
VQU 3,105000.0
VPQ 6333,3500.0
VQB 35,9800.0
VPQ 9191,4500.0
VMR 1809,1000.0
VMV 7479,1000.0
JNE11,56800.0
SJR 2828,3300.0
A 9991 A,9800.0
SMT 51,8800.0
NEK 808,3300.0
VQT6868,5500.0
TX 28,99800.0
BSP 126,4300.0
NEK 818,4300.0
PMF19,16800.0
VMV 1266,1300.0
ALY 43,9800.0
VMM 8682,1300.0
QDC 29,9800.0
VMV 6651,1000.0
VQU 333,17800.0
JYV 688,4800.0
PER666,16800.0
VMV 9238,1000.0
JSH 777,24900.0
VQA 911,6800.0
PSD 199,3300.0
CFD 99,39000.0
PSD 88,38800.0
VPS 8988,3800.0
BCC 6,199800.0
VPA 262,2500.0
UC 65,30800.0
PKB 3,98000.0
VDR 34,9800.0
BSU9191,3800.0
APL 8118,4300.0
L 400,68800.0
BSU38,9800.0
VMV 8667,1000.0
VMM 8099,1300.0
ANU 991,2500.0
NEK 999,22800.0
DDC 8888,29800.0
VMR 501,1300.0
VMS 3355,2800.0
SU 96 Q,15800.0
JWE 5555,14900.0
CFF 62,13800.0
BSP 1515,3800.0
VPD 331,2300.0
KGC 8787,3888.0
SP 3838,7800.0
ANU 9889,2800.0
SJR 10,25800.0
BSP 238,3500.0
VQK 707,4300.0
JYU 13,24900.0
APK 6666,11800.0
VMV 2624,1000.0
VMV 7477,1300.0
WFN 8,159800.0
XOIC 77,43800.0
JYU 828,5900.0
DEP 9696,3800.0
QAB1J,168000.0
VPD 929,2800.0
VQV 32,20900.0
VMV 3802,1000.0
APG 9996,3800.0
VQA 9933,3800.0
SK7C,57000.0
TCG7,85000.0
FD 3491,3000.0
BSU 133,3800.0
SJR 91,9800.0
VMV 5589,1000.0
BSU 8181,3800.0
DS332,9888.0
VMV 2713,1000.0
DFP 26,12300.0
VQU 128,4800.0
VQJ 6668,3800.0
APC 575,3800.0
SP 992,7800.0
RBC 11,28800.0
VPS 9000,4800.0
SP 6622,5500.0
PQP 35,11800.0
VPS 9933,3800.0
VMV 3006,1300.0
VPS 7227,3800.0
SMQ 15,16800.0
VMM 8975,1300.0
VJX 109,1600.0
JYD 444,7300.0
VQU 878,3800.0
JWP 99,51800.0
QBJ 23,16900.0
VQF 7373,2500.0
BSG 3993,2500.0
BSG 9993,2300.0
VQV 61,16900.0
VMM 7474,1300.0
APK 96,15300.0
NBOS 66,66000.0
VNX 1661,3800.0
JJD 77,59800.0
BSG 1551,2500.0
VQA 8282,3800.0
VQD 3773,3800.0
TDG63,14800.0
RBA 9339,3800.0
VIP 589,8900.0
SP 3332,5500.0
KGF 89,9300.0
BSU 6888,3800.0
APD 696,3800.0
DDK 2,178800.0
VKC 4,48800.0
APG 3388,4300.0
VNL 8168,1600.0
VMM 7369,1300.0
RBB 8282,2800.0
ANL 85,8800.0
QS 6 W,68800.0
DFN 38,12800.0
JYV 116,3300.0
VEU 1991,6000.0
RBE 1688,4300.0
AMU 96,19800.0
VQA 268,3800.0
SIS 8898,9900.0
JYE1881,3800.0
VQS 9988,3300.0
FH 1881,9800.0
VMV 7882,1000.0
VQS 555,26800.0
VMV 1819,1000.0
JYU 3333,11800.0
VMV 5461,1000.0
AMY 8808,16800.0
VPB 848,2500.0
WWJ 3,228000.0
APD 42,8800.0
VMV 7424,1000.0
APK 8889,2900.0
QRL 22,19300.0
VMV 8539,1000.0
FH 9992,4800.0
VNW 9333,4388.0
TS733,10900.0
AKD 38,11800.0
NEK 900,3800.0
APD 6969,3800.0
SMU 74,7800.0
SU 34 Q,7800.0
VPB 2222,11800.0
JYU 27,16800.0
RBE 83,11900.0
KGF 54,6800.0
SJR 888,24800.0
VIP 4844,4800.0
ANU 1,468800.0
VN 585,16800.0
VMV 1972,1000.0
VNF 8228,3800.0
SMU 882,2988.0
DFP6868,4900.0
BSN 889,3800.0
DFF 676,2800.0
VMV 2627,1000.0
VMM 7766,2500.0
QQ 3883,23800.0
VMV 3999,1900.0
D6336,31800.0
VMV 5911,1000.0
DQ 2222,32800.0
TDG88,31800.0
MK 50,48800.0
VQQ 84,19800.0
PSD 990,2900.0
VPS 9333,3500.0
WYG 8833,1600.0
BSE 9898,2800.0
JVU 43,7800.0
KFM 53,6800.0
QM 889 U,4300.0
VMM 8484,2500.0
APD 181,4500.0
VQR 2688,3800.0
VQA 323,4800.0
RBA 2222,10800.0
VNT 181,3300.0
JYU 4444,7300.0
FH 989,19800.0
KFR 8,96888.0
KS 502,6600.0
WRK 8,129800.0
VQU 2299,3800.0
PSC 26,16800.0
VPH 1331,2800.0
WCJ 777,20800.0
A 16 A,138800.0
VQC 90,12800.0
SJR 8899,3300.0
BS 5555,78800.0
BSH 52,8800.0
VMV 7455,1000.0
VMV 9881,1300.0
VLU 55,26800.0
SYX 8,129800.0
JUW52,8800.0
APK 39,9800.0
VMM 9230,1600.0
DFP 1111,10800.0
PSD 3333,11800.0
VMV 2255,2800.0
VQF 6969,3800.0
VKY 2263,1300.0
APC 1112,3500.0
FH 16,189999.0
VMM 7221,1300.0
RBA 555,16800.0
VQU 788,3500.0
SP 3366,6300.0
BSA 110,2800.0
VQK 6996,3800.0
VQV 13,46800.0
CCG4,88000.0
VMV 637,1600.0
RR 4646,28800.0
WRR 111,28800.0
APD 202,3800.0
VMV 1987,1300.0
KGA 72,10800.0
JDJ55,58800.0
JYV 67,8800.0
VNG 6800,1000.0
VCQ 8,109800.0
JQM 36,15800.0
KGD 7,88800.0
JYU 50,10300.0
PQM 25,9800.0
CFE 8888,19800.0
VMR 9229,2800.0
VMU 7117,2500.0
VPA 1080,1000.0
CES111,12800.0
VMM 8863,1600.0
VMM 7721,1300.0
VMV 2131,1000.0
NEF 97,7800.0
JQU 69,20800.0
NEK 1888,3800.0
NEH 2727,4500.0
VR1,1485000.0
VMV 2922,1600.0
TDG 8998,3800.0
SJR 988,3800.0
SYW 28,20800.0
FH 3322,8800.0
VMV 4992,1000.0
BRY 166,3800.0
RBA 38,9800.0
PME6,77000.0
VMM 7783,1300.0
VMV 1905,1000.0
VQM 8080,4300.0
AMH 7,85000.0
BSH 6116,2500.0
BSU 8282,3800.0
APD 9119,3800.0
SYY 77,59800.0
VJS 81,10800.0
PSD 27,13300.0
FD46,28800.0
VMM 7205,1300.0
VMV 3161,1000.0
BSP 919,4800.0
JYU 10,38800.0
FH 22,128800.0
PSD 23,17900.0
PSA 9969,4800.0
JYV1111,11900.0
APD 338,3800.0
TCX 900,4900.0
APK 2323,3300.0
SU 13 Q,12800.0
VQP2288,6800.0
VML 148,1200.0
PP 111,258800.0
APD6,73500.0
PSD 62,6800.0
DFF 1668,2300.0
VNW 2226,2300.0
VMM 8330,1300.0
QLE 21,15800.0
JYF 77,39800.0
BSP 8833,3800.0
VMV 7866,1000.0
SJM 69,14800.0
JNF222,11800.0
NEK 988,3800.0
VPP 878,4800.0
BSH 886,3500.0
VMV 8116,1000.0
VQS 2626,4800.0
BSG 1991,2800.0
VMV 1298,1000.0
VMV 2161,1000.0
VMV 1962,1000.0
BBP22,42000.0
JXN 9,152888.0
VDL 7777,19800.0
ABW 8055,18000.0
VMV 4973,1000.0
VMV 7372,1000.0
VMM 9431,1300.0
DFP 28,16300.0
VMM 7204,1300.0
VPA 223,3800.0
BST98,10798.0
QM 10 U,25800.0
BSU 1717,3800.0
VMV 6726,1000.0
SJR 29,9800.0
APK 16,13300.0
RAY 1133,6900.0
R 8765,26800.0
VPB 7997,2500.0
BSS 22,55800.0
BSF 8828,5300.0
APK 633,2900.0
JES 1111,58800.0
VQS 838,5300.0
VQU 6868,4500.0
VKT 58,7800.0
JYV 7777,13800.0
VNT 881,2500.0
VQT 2888,5800.0
BPC118,6800.0
VMV 725,1600.0
VMV 8147,1000.0
VPA 9889,2800.0
VQB 2020,3800.0
VQA 9333,3500.0
VMV 613,1600.0
KGF 166,2900.0
RBA 788,2500.0
CR 25,53800.0
VJP 3,128000.0
QL 316,8800.0
AAB 666,29800.0
DET 57,19800.0
VMV 3411,1000.0
FH 211,8800.0
WRA80,11800.0
MK 2188,6300.0
VPG 1010,5800.0
VMV 9923,1300.0
BSP 700,4300.0
QD 57,30800.0
VQH 9393,4300.0
NEJ 27,15800.0
VQU 31,11300.0
VMV 1609,1000.0
JWE 6611,3388.0
ANU 7878,2800.0
SD 660 U,3888.0
QBJ 6868,4800.0
VMV 3121,1000.0
PDJ 20,10000.0
APG 34,7800.0
VMV 7725,1000.0
VNM 7111,1600.0
VPD 5555,11800.0
VNX 373,3800.0
TA9888,14800.0
JYV 3131,3300.0
VQT 20,12800.0
CEN 20,14800.0
VPG 2688,3800.0
BSP 8898,3800.0
NEK 668,3800.0
JYV 828,4300.0
NEK 838,3300.0
WFW 82,21800.0
VQF 3131,4300.0
BSL1212,4800.0
VQT 66,30800.0
RBA 1313,6800.0
BSK 98,14800.0
CDS 6,83800.0
VPP 9,268000.0
SJR 1818,3800.0
APK31,9800.0
VMV 9558,1000.0
VMV 8481,1000.0
KGF 123,4300.0
RBE 63,13900.0
RBE9000,3800.0
DFL 548,3900.0
BSP 74,7800.0
AJC12,13800.0
QLG 8686,4800.0
DFP 3333,9300.0
JPR9,198000.0
QD 24,38800.0
VMV 6411,1000.0
NEK 66,28800.0
VMV 2109,1000.0
NEK 388,3800.0
VQL 1288,3800.0
M 1818,63800.0
JYD 6611,3388.0
SJR 3,108000.0
BSL1616,4300.0
WYA 62,8800.0
FH 6060,6800.0
VKE 169,1300.0
VQJ 62,8800.0
VPB 151,3800.0
VQU 6262,3800.0
JXL 6611,3388.0
VJK 4,48800.0
E 46,198800.0
WS 1000,26800.0
KH1,1880000.0
DFP 25,8300.0
VMV 2389,1000.0
FH 128,16800.0
VQV 9988,4800.0
BSJ 1122,2500.0
KS 890,6300.0
CFA7,93999.0
APG 8883,3500.0
BSB55,48800.0
CES 17,22800.0
VMV 9004,1000.0
CBF 288,4388.0
QCV 80,11800.0
APK 8899,3300.0
BSL686,3800.0
DFF 252,2500.0
VQV 77,55800.0
BQB 666,22888.0
BSS113,11800.0
TCS 444,6800.0
MDM 11,68800.0
BSG 866,2300.0
PSB 16,16800.0
QRV 13,19800.0
VMM 9597,1300.0
TDG 31,10800.0
SMQ9,140700.0
VQP 94,9800.0
VQU6262,3800.0
VQJ 31,17800.0
VQU 73,9800.0
JAM 6969,3500.0
F 65,198000.0
VQV 87,16800.0
PRY 96,19800.0
VLE 1809,1000.0
RW 2,439800.0
BSP 333,22800.0
TDG 63,14800.0
VPQ 8111,3500.0
VMM 8622,1300.0
QAA7C,49000.0
VMV 6566,1600.0
WRV 123,8900.0
M 4519 M,3000.0
JYV 17,15300.0
BEY 96,99800.0
TDD 33,83800.0
ALS 8,128000.0
VME 3737,2500.0
SJR 686,3300.0
RBD 303,3800.0
BST666,12999.0
VPT 998,4500.0
VQP 19,22800.0
VEB 888,27800.0
BSR 72,12800.0
SP 3377,6300.0
VKY 2805,1000.0
JSB 779,4300.0
BST 19,20800.0
VQA 91,13800.0
MDV 17,16800.0
BSE 155,2500.0
VMV 9492,1000.0
VQP 7117,4300.0
BSD 7,88666.0
QAA7F,49000.0
PKK 212,4300.0
MM 590,7800.0
VMV 2359,1000.0
SMV3333,10800.0
VMV 2725,1000.0
VPP 787,4800.0
RBE 8888,14800.0
VQT 82,12800.0
BSU 9888,3800.0
VQU 881,3500.0
VKY 2475,1000.0
TDE6,93999.0
CFC 23,25800.0
SP 6868,12800.0
BSH 2299,2500.0
VMV 6667,1600.0
DCR 3333,11000.0
